variable_name,data_group,variable1,variable1_definition,variable2,variable2_definition,code1,code1_definition,code2,code2_definition
LOANTYPE_2_PRCH_TYP1_OTHER,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",2,FHA-insured (Federal Housing Administration),OTHER,"Farmer Mac, private securitization, commercial or savings bank, savings assoc., life insur. company, credit union, mortgage bank, or finance company"
LOANTYPE_2_PURPOSE_1,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PURPOSE,"PURPOSE indicates whether the purpose of the loan or application was for home purchase, home improvement, or refinancing.",2,FHA-insured (Federal Housing Administration),1,Home purchase
LOANTYPE_2_PURPOSE_2,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PURPOSE,"PURPOSE indicates whether the purpose of the loan or application was for home purchase, home improvement, or refinancing.",2,FHA-insured (Federal Housing Administration),2,Home improvement
LOANTYPE_2_PURPOSE_3,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PURPOSE,"PURPOSE indicates whether the purpose of the loan or application was for home purchase, home improvement, or refinancing.",2,FHA-insured (Federal Housing Administration),3,Refinancing
LOANTYPE_2_PURPOSE_4,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PURPOSE,"PURPOSE indicates whether the purpose of the loan or application was for home purchase, home improvement, or refinancing.",2,FHA-insured (Federal Housing Administration),4,Multifamily
LOANTYPE_3_OCCUPANC_1,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",OCCUPANC,"OCCUPANC indicates whether the property to which the loan application relates will be the owner's principal dwelling. For multifamily dwellings (housing five or more families), and any dwellings located outside MSA/MDs, or in MSA/MDs where an institution does not have home or branch offices, an institution may either enter the code for not applicable or the code for the actual occupancy status.",3,VA- guaranteed (Veterans Administration,1,Owner-occupied as a principal dwelling
LOANTYPE_3_OCCUPANC_2,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",OCCUPANC,"OCCUPANC indicates whether the property to which the loan application relates will be the owner's principal dwelling. For multifamily dwellings (housing five or more families), and any dwellings located outside MSA/MDs, or in MSA/MDs where an institution does not have home or branch offices, an institution may either enter the code for not applicable or the code for the actual occupancy status.",3,VA- guaranteed (Veterans Administration,2,Not owner-occupied
LOANTYPE_3_OCCUPANC_3,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",OCCUPANC,"OCCUPANC indicates whether the property to which the loan application relates will be the owner's principal dwelling. For multifamily dwellings (housing five or more families), and any dwellings located outside MSA/MDs, or in MSA/MDs where an institution does not have home or branch offices, an institution may either enter the code for not applicable or the code for the actual occupancy status.",3,VA- guaranteed (Veterans Administration,3,Not applicable
LOANTYPE_3_PRCH_TYP1_FHLMC,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",3,VA- guaranteed (Veterans Administration,FHLMC,Freddie Mac
LOANTYPE_3_PRCH_TYP1_FNMA,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",3,VA- guaranteed (Veterans Administration,FNMA,Fannie Mae
LOANTYPE_3_PRCH_TYP1_GNMA,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",3,VA- guaranteed (Veterans Administration,GNMA,Ginnie Mae
LOANTYPE_3_PRCH_TYP1_OTHER,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",3,VA- guaranteed (Veterans Administration,OTHER,"Farmer Mac, private securitization, commercial or savings bank, savings assoc., life insur. company, credit union, mortgage bank, or finance company"
LOANTYPE_3_PURPOSE_1,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PURPOSE,"PURPOSE indicates whether the purpose of the loan or application was for home purchase, home improvement, or refinancing.",3,VA- guaranteed (Veterans Administration,1,Home purchase
LOANTYPE_3_PURPOSE_2,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PURPOSE,"PURPOSE indicates whether the purpose of the loan or application was for home purchase, home improvement, or refinancing.",3,VA- guaranteed (Veterans Administration,2,Home improvement
LOANTYPE_3_PURPOSE_3,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PURPOSE,"PURPOSE indicates whether the purpose of the loan or application was for home purchase, home improvement, or refinancing.",3,VA- guaranteed (Veterans Administration,3,Refinancing
LOANTYPE_4_OCCUPANC_1,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",OCCUPANC,"OCCUPANC indicates whether the property to which the loan application relates will be the owner's principal dwelling. For multifamily dwellings (housing five or more families), and any dwellings located outside MSA/MDs, or in MSA/MDs where an institution does not have home or branch offices, an institution may either enter the code for not applicable or the code for the actual occupancy status.",4,FSA/RHS (Farm Service Agency or Rural Housing Service),1,Owner-occupied as a principal dwelling
LOANTYPE_4_OCCUPANC_2,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",OCCUPANC,"OCCUPANC indicates whether the property to which the loan application relates will be the owner's principal dwelling. For multifamily dwellings (housing five or more families), and any dwellings located outside MSA/MDs, or in MSA/MDs where an institution does not have home or branch offices, an institution may either enter the code for not applicable or the code for the actual occupancy status.",4,FSA/RHS (Farm Service Agency or Rural Housing Service),2,Not owner-occupied
LOANTYPE_4_OCCUPANC_3,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",OCCUPANC,"OCCUPANC indicates whether the property to which the loan application relates will be the owner's principal dwelling. For multifamily dwellings (housing five or more families), and any dwellings located outside MSA/MDs, or in MSA/MDs where an institution does not have home or branch offices, an institution may either enter the code for not applicable or the code for the actual occupancy status.",4,FSA/RHS (Farm Service Agency or Rural Housing Service),3,Not applicable
LOANTYPE_4_PRCH_TYP1_FHLMC,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",4,FSA/RHS (Farm Service Agency or Rural Housing Service),FHLMC,Freddie Mac
LOANTYPE_4_PRCH_TYP1_FNMA,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",4,FSA/RHS (Farm Service Agency or Rural Housing Service),FNMA,Fannie Mae
LOANTYPE_4_PRCH_TYP1_GNMA,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",4,FSA/RHS (Farm Service Agency or Rural Housing Service),GNMA,Ginnie Mae
LOANTYPE_4_PRCH_TYP1_OTHER,HMDA,LOANTYPE,"LOANTYPE indicates whether the loan granted, applied for, or purchased was conventional, government-guaranteed, or government-insured",PRCH_TYP1,"PRCH_TYPE1 identifies the type of purchaser for loans sold in the same calendar year in which it was originated or purchased. If the loan is sold to more than one purchaser, the entity purchasing the greatest interest is reported. Re-coded from PRCH_TYP into 4 categories.",4,FSA/RHS (Farm Service Agency or Rural Housing Service),OTHER,"Farmer Mac, private securitization, commercial or savings bank, savings assoc., life insur. company, credit union, mortgage bank, or finance company"
